datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,SHA_out,FOL_out,ORO_out,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
1952-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-01,691900.8700000002,924051.6200000001,306314.3500000001,687459.9,368506.8300000001,1470210.94,294298.5,1742231.61,159672.51,1499881.16,631771.3200000001,198.4859313964844,485.8908081054688,1205.00927734375,851.9297485351562,6.444413516539498,6.797374647459947,9.190444943167677,20.729193502856837,21.717741935483872,21.98145140371015,29.39193553309287,30.457096838182018,30.458064356157855,12.066451626439248,12.978387125076786,13.504838728135631,4551.143740820944,970.4426777122118,3536.8145081477105,2567.9527623455633,1132.3374915038273,2549.2253658260793,9338.742630648976,9111.549903758843,934.7644075704311,784.4420957106774,227.19272689013485,734.6505002305258,102.8235853845437
2002-05-01,691900.8700000002,924051.6200000001,306314.3500000001,687459.9,368506.8300000001,1470210.94,294298.5,1742231.61,159672.51,1499881.16,631771.3200000001,198.4859313964844,485.8908081054688,1205.00927734375,851.9297485351562,6.444413516539498,6.797374647459947,9.190444943167677,20.729193502856837,21.717741935483872,21.98145140371015,29.39193553309287,30.457096838182018,30.458064356157855,12.066451626439248,12.978387125076786,13.504838728135631,4544.980244860049,970.4426777122118,3536.8145081477105,2567.9527623455633,1132.3374915038273,2549.2253658260793,9338.742630648976,9111.549903758843,934.7644075704311,784.4420957106774,227.19272689013485,734.6505002305258,102.8235853845437
2003-05-01,691900.8700000002,924051.6200000001,306314.3500000001,687459.9,368506.8300000001,1470210.94,294298.5,1742231.61,159672.51,1499881.16,631771.3200000001,198.4859313964844,485.8908081054688,1205.00927734375,851.9297485351562,6.444413516539498,6.797374647459947,9.190444943167677,20.729193502856837,21.717741935483872,21.98145140371015,29.39193553309287,30.457096838182018,31.44419350162629,12.066451626439248,12.978387125076786,13.504838728135631,4544.980244860049,970.4426777122118,3536.8145081477105,2567.9527623455633,1132.3374915038273,2549.2253658260793,9338.742630648976,9111.549903758843,934.7644075704311,784.4420957106774,227.19272689013485,734.6505002305258,102.8235853845437
2004-05-01,691900.8700000002,924051.6200000001,306314.3500000001,687459.9,368506.8300000001,1470210.94,294298.5,1742231.61,159672.51,1499881.16,631771.3200000001,198.4859313964844,485.8908081054688,1205.00927734375,851.9297485351562,6.444413516539498,6.797374647459947,9.190444943167677,20.729193502856837,21.717741935483872,21.98145140371015,29.39193553309287,30.457096838182018,31.44419350162629,12.066451626439248,12.978387125076786,13.504838728135631,4544.980244860049,970.4426777122118,3536.8145081477105,2567.9527623455633,1132.3374915038273,2549.2253658260793,9338.742630648976,9111.549903758843,934.7644075704311,784.4420957106774,227.19272689013485,734.6505002305258,102.8235853845437
