datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,SHA_out,FOL_out,ORO_out,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
1952-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-01,2730.7733304911026,4287.604819229444,5232.6875203954105,9021.57226971567,1302.7320094511115,1500.1413836932923,359.20410363099546,10534.726705754072,162.00511166349676,9886.983971635576,589.7167072581788,1.9139514338842343,0.0,0.0,0.3969749466576058,0.5268774081948626,0.4173236384991321,0.5323104843314364,1.281876245130454,1.1794688756592158,1.1121841941195905,1.7744953061983817,1.574949782072424,1.3820853661837031,1.0128739943418887,1.0566792132401752,1.1211757001579894,824.3429051700873,210.66420450257405,603.9313398814514,147.62995929171183,10.778802412469355,124.13762356693783,258.8758874938951,100.92013242518507,41.44767825892698,139.45176552481107,162.18044648083287,76.03461852703404,6.859717774573181
2002-08-01,2728.4104762545444,4287.020727042166,5232.715394830893,9021.915907532963,1302.303873803308,1498.2371296753386,359.0221118893796,10535.334997406522,162.05945806073393,9888.23091368559,588.3551642653562,1.9110218478607053,0.0,0.0,0.3969749466576058,0.5252887276746357,0.41568181848620456,0.5309281620526041,1.2802034522361143,1.172825222428001,1.1109159693329922,1.7551667030916105,1.5488481775727578,1.3707456310761674,1.024850498855725,1.0674428730970231,1.1356454721737794,823.935882028218,215.43215805128736,609.4906757761015,147.3650010490416,10.80925891811543,123.92458898447008,259.03815388710433,101.27278027144929,41.43660066078614,139.45322362622687,162.10005186130815,75.68925497038497,6.872398045607953
2003-08-01,2728.7720873899243,4286.837824036358,5232.732847648718,9023.82622890152,1302.5416258462703,1496.1634601334206,359.3477389915892,10448.891210225946,161.98074522709956,9806.407907531728,588.0397931581758,1.9042218839714922,0.0,0.0,0.3969749466576058,0.5328345025571292,0.4151701265167108,0.5307137897965193,1.2819393807055537,1.1733945612936056,1.1101506102505538,1.7524392622262566,1.5423140645593363,1.3673133775812292,1.0268836668325019,1.0762787411230406,1.1389825616593174,827.4088008424802,214.53753132307702,606.3145951265337,148.79085770980794,10.82523782411796,122.74573378217553,257.0126377386101,99.77139466305384,40.89828085557963,134.92382618104307,161.43636747580535,73.21091765557371,6.824063883584628
2004-08-01,2726.489507070831,4293.112444221748,5230.356241304803,9020.781484052271,1303.7360593637293,1448.5929810845803,349.2175010707247,10391.329550639493,161.60278187505037,9752.593002117424,554.7884828151414,1.909051570100141,0.0,0.0,0.3969749466576058,0.5321698043752885,0.39081325225620617,0.4492695632331127,1.3096423716222951,1.1992124710901357,1.1261216217121404,1.7675104218006312,1.5432592470051498,1.3636677816787932,1.069879292228353,1.143065847932497,1.1886054269869122,827.5870654792253,214.53360413479797,608.8503577218105,148.0483277568878,10.777200395772741,122.04450797808285,256.6321661885694,99.76085479480012,40.9496899683509,134.15310076520265,161.1010024889036,73.40870263205292,6.830552599388515
2005-08-01,2726.4651779543997,4295.998248745719,5229.940231242448,9012.95445023314,1304.4458174081094,1454.1331030764325,349.6828272102522,10372.76593221118,161.6694952989094,9725.090601651187,555.7795158115806,1.9083884070678985,0.0,0.0,0.3969749466576058,0.5327065434984769,0.39091042204072607,0.44905304128785717,1.311105009789823,1.1967557071956725,1.125319361031148,1.751896089704067,1.530226906385356,1.3568536768357653,1.07929817743394,1.1481461473616326,1.1883310569044685,825.001336185903,213.90703596327876,606.7024601481888,147.3017488128641,10.77889497842706,121.92079193418954,256.364390100547,99.68914624990674,40.9496899683509,133.83791429118568,160.91117585049315,73.41960588033224,6.829259432759857
